Type,Bedrooms,Bathrooms,Surface,Price,Price_per_m²,City,Zip_code,Region,Longitude,Latitude,Geographic_coordinates
 Appartement,2,1,58,360000,6206.9,Coxyde,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,2,1,58,360000,6206.9,Coxyde,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,2,1,58,360000,6206.9,Coxyde,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Appartement,4,1,155,360000,2322.58,Anvers,2000,Région flamande,4.3997081,51.2211097,"51.2211097, 4.3997081"
 Appartement,2,1,150,360000,2400.0,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Appartement,2,1,105,360000,3428.57,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,3,2,252,360000,1428.57,Laplaigne,7622,Région wallonne,3.4418587625525,50.52296155,"50.52296155, 3.4418587625525"
 Maison,4,2,156,360000,2307.69,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,2,2,71,360000,5070.42,Ixelles,1050,Région de Bruxelles-Capitale,4.3815707,50.8222854,"50.8222854, 4.3815707"
 Appartement,3,2,190,360000,1894.74,Schaerbeek,1030,Région de Bruxelles-Capitale,4.3737121,50.8676041,"50.8676041, 4.3737121"
 Maison,4,2,168,360000,2142.86,Nieuport,8620,Région flamande,2.7283986495034,51.14416005,"51.14416005, 2.7283986495034"
 Maison,4,2,168,360000,2142.86,Nieuport,8620,Région flamande,2.7811249526825,51.10665355,"51.10665355, 2.7811249526825"
 Maison,4,2,168,360000,2142.86,Nieuport,8620,Région flamande,2.7781339,51.1300222,"51.1300222, 2.7781339"
 Maison,4,2,221,360000,1628.96,Cheratte,4602,Région wallonne,5.670164,50.682809,"50.682809, 5.670164"
 Maison,5,1,164,360000,2195.12,Esneux,4130,Région wallonne,5.5757727440324,50.5337249,"50.5337249, 5.5757727440324"
 Appartement rez-de-chaussée,2,1,90,360000,4000.0,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,3,1,85,360000,4235.29,Wezembeek-Oppem,1970,Région flamande,4.4871796,50.8440554,"50.8440554, 4.4871796"
 Maison,3,1,190,360000,1894.74,Deerlijk,8540,Région flamande,3.3622790229139,50.83878495,"50.83878495, 3.3622790229139"
 Appartement,2,1,94,360000,3829.79,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Maison,3,1,153,360000,2352.94,Harelbeke,8530,Région flamande,3.3425511,50.8293249,"50.8293249, 3.3425511"
 Maison,3,2,158,360000,2278.48,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison de maître,4,1,260,360000,1384.62,La Louvière,7100,Région wallonne,4.1852682,50.479487,"50.479487, 4.1852682"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.1276622058379,51.0226035,"51.0226035, 4.1276622058379"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.0562275450955,51.02983825,"51.02983825, 4.0562275450955"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.0513674371884,51.0081807,"51.0081807, 4.0513674371884"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.1025435644905,51.0533487,"51.0533487, 4.1025435644905"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.098112,51.0312293,"51.0312293, 4.098112"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.0652617659305,50.99557415,"50.99557415, 4.0652617659305"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.0158906182168,50.9986902,"50.9986902, 4.0158906182168"
 Maison,3,1,180,360000,2000.0,Termonde,9200,Région flamande,4.1444016705284,51.03987315,"51.03987315, 4.1444016705284"
 Maison,2,2,68,360000,5294.12,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Maison,3,1,277,360000,1299.64,La Bouverie,7080,Région wallonne,3.8774491,50.407951,"50.407951, 3.8774491"
 Appartement,3,1,126,361000,2865.08,Gavere,9890,Région flamande,3.6614192,50.9292335,"50.9292335, 3.6614192"
 Maison Trois Façades,6,1,284,362000,1274.65,Wandre,4020,Région wallonne,5.6596627,50.670247,"50.670247, 5.6596627"
 Villa,4,1,159,362500,2279.87,Walcourt,5650,Région wallonne,4.4347509,50.2532022,"50.2532022, 4.4347509"
 Maison,3,1,146,362776,2484.77,Eernegem,8480,Région flamande,3.023122345129,51.12819605,"51.12819605, 3.023122345129"
 Appartement,3,2,131,363000,2770.99,Lissewege,8380,Région flamande,3.1991824156265,51.31711375,"51.31711375, 3.1991824156265"
 Maison,3,2,131,363000,2770.99,Lissewege,8380,Région flamande,3.1991824156265,51.31711375,"51.31711375, 3.1991824156265"
 Appartement,3,1,113,363000,3212.39,Boncelles,4100,Région wallonne,5.5355698,50.5742979,"50.5742979, 5.5355698"
 Maison,3,2,176,363500,2065.34,Gavere,9890,Région flamande,3.6614192,50.9292335,"50.9292335, 3.6614192"
 Maison,3,1,159,364500,2292.45,Thourout,8210,Région flamande,3.1955523,51.1557488,"51.1557488, 3.1955523"
 Maison,3,1,159,364500,2292.45,Thourout,8210,Région flamande,3.1606518,51.1048944,"51.1048944, 3.1606518"
 Maison,3,1,159,364500,2292.45,Thourout,8210,Région flamande,3.1404473279372,51.1355326,"51.1355326, 3.1404473279372"
 Maison,3,1,158,364500,2306.96,Thourout,8210,Région flamande,3.1955523,51.1557488,"51.1557488, 3.1955523"
 Maison,3,1,158,364500,2306.96,Thourout,8210,Région flamande,3.1606518,51.1048944,"51.1048944, 3.1606518"
 Maison,3,1,158,364500,2306.96,Thourout,8210,Région flamande,3.1404473279372,51.1355326,"51.1355326, 3.1404473279372"
 Maison,3,1,135,364900,2702.96,Deurne,3290,Région flamande,5.0964572,51.0392379,"51.0392379, 5.0964572"
 Maison,3,1,135,364900,2702.96,Deurne,2100,Région flamande,4.4695254092764,51.2115284,"51.2115284, 4.4695254092764"
 Maison Trois Façades,3,1,139,364920,2625.32,Aalbeke,8511,Région flamande,3.2186046321991,50.77745545,"50.77745545, 3.2186046321991"
 Appartement,2,1,89,365000,4101.12,Waterloo,1410,Région wallonne,4.3978047,50.7173563,"50.7173563, 4.3978047"
 Appartement,2,1,90,365000,4055.56,Deinze,9800,Région flamande,3.5274017,50.9840526,"50.9840526, 3.5274017"
 Maison quatre façades,3,1,116,365000,3146.55,Aartrijke,8211,Région flamande,3.0913265545139,51.1180002,"51.1180002, 3.0913265545139"
 Maison,2,1,650,365000,561.54,Chaudfontaine,4050,Région wallonne,5.6469688,50.5847922,"50.5847922, 5.6469688"
 Appartement,2,1,106,365000,3443.4,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Maison,3,1,247,365000,1477.73,Rhode-Saint-Genèse,1640,Région flamande,4.3463687,50.74503,"50.74503, 4.3463687"
 Appartement,1,1,63,365000,5793.65,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,3,3,190,365000,1921.05,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,3,3,190,365000,1921.05,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,3,2,300,365000,1216.67,Crisnée,4367,Région wallonne,5.397318,50.715885,"50.715885, 5.397318"
 Appartement,2,1,105,365000,3476.19,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,3,1,135,365000,2703.7,Beersel,1650,Région flamande,4.3051321494591,50.7684432,"50.7684432, 4.3051321494591"
 Maison,3,1,149,365000,2449.66,Braine-Le-Comte,7090,Région wallonne,4.1425138,50.6123481,"50.6123481, 4.1425138"
 Appartement,4,3,140,365000,2607.14,Gembloux,5030,Région wallonne,4.6986933030313,50.5621964,"50.5621964, 4.6986933030313"
 Appartement,8,7,400,365000,912.5,La Louvière,7100,Région wallonne,4.1852682,50.479487,"50.479487, 4.1852682"
 Appartement,3,1,112,365000,3258.93,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,3,1,112,365000,3258.93,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Appartement,3,1,120,365000,3041.67,Saint-Josse-Ten-Noode,1210,Région de Bruxelles-Capitale,4.3723364,50.8530739,"50.8530739, 4.3723364"
 Appartement,2,2,82,365000,4451.22,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,2,2,82,365000,4451.22,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison Trois Façades,4,2,220,365000,1659.09,Wachtebeke,9185,Région flamande,3.8574284,51.1701927,"51.1701927, 3.8574284"
 Maison,4,2,120,365000,3041.67,Linkebeek,1630,Région flamande,4.3345641,50.7716092,"50.7716092, 4.3345641"
 Maison,2,1,73,365000,5000.0,Heist-Aan-Zee,8301,Région flamande,3.2505004,51.3126954,"51.3126954, 3.2505004"
 Maison,4,1,250,365000,1460.0,Relegem,1731,Région flamande,4.2790265927797,50.9019808,"50.9019808, 4.2790265927797"
 Maison Trois Façades,3,1,140,365000,2607.14,Zottegem,9620,Région flamande,3.8155460176798,50.86909165,"50.86909165, 3.8155460176798"
 Appartement,1,1,58,365000,6293.1,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Maison quatre façades,4,2,138,365000,2644.93,Stoumont,4987,Région wallonne,5.80836,50.4069504,"50.4069504, 5.80836"
 Maison,4,2,145,365000,2517.24,Warchin,7548,Région wallonne,3.4267528,50.6096187,"50.6096187, 3.4267528"
 Maison,4,2,166,365000,2198.8,Wemmel,1780,Région flamande,4.3108723,50.9145955,"50.9145955, 4.3108723"
 Maison Trois Façades,5,1,161,365000,2267.08,Zedelgem,8210,Région flamande,3.1404473279372,51.1355326,"51.1355326, 3.1404473279372"
 Appartement rez-de-chaussée,2,1,81,365000,4506.17,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Maison quatre façades,3,2,158,365000,2310.13,Maldegem,9990,Région flamande,3.4154538,51.2263133,"51.2263133, 3.4154538"
 Appartement,2,1,94,365000,3882.98,Coxyde,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,2,1,94,365000,3882.98,Coxyde,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,2,1,94,365000,3882.98,Coxyde,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Appartement,2,1,125,365000,2920.0,Roulers,8800,Région flamande,3.14416,50.9687312,"50.9687312, 3.14416"
 Appartement,2,1,125,365000,2920.0,Roulers,8800,Région flamande,3.1223026883986,50.91511475,"50.91511475, 3.1223026883986"
 Appartement,2,1,125,365000,2920.0,Roulers,8800,Région flamande,3.1627760972777,50.9042588,"50.9042588, 3.1627760972777"
 Appartement,2,1,125,365000,2920.0,Roulers,8800,Région flamande,3.124765,50.9444948,"50.9444948, 3.124765"
 Maison,5,1,200,365000,1825.0,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Maison de rangée,4,1,243,365000,1502.06,Audenbourg,6724,Région wallonne,5.5843337,49.7189016,"49.7189016, 5.5843337"
 Maison de rangée,4,1,243,365000,1502.06,Audenbourg,6724,Région wallonne,5.558116,49.7181041,"49.7181041, 5.558116"
 Appartement,1,1,71,365000,5140.85,Auderghem,1160,Région de Bruxelles-Capitale,4.4331389,50.8156571,"50.8156571, 4.4331389"
 Maison,4,1,183,365000,1994.54,Nivelles,1400,Région wallonne,4.3319091758631,50.58916295,"50.58916295, 4.3319091758631"
 Maison Trois Façades,3,1,215,365000,1697.67,Moerbeke,9500,Région flamande,3.9446436,51.1742698,"51.1742698, 3.9446436"
 Maison,3,2,396,365000,921.72,Tournai,7500,Région wallonne,3.3878259,50.60566,"50.60566, 3.3878259"
 Appartement,2,1,120,365000,3041.67,Ixelles,1050,Région de Bruxelles-Capitale,4.3815707,50.8222854,"50.8222854, 4.3815707"
 Appartement,2,1,75,365000,4866.67,Middelkerke,8430,Région flamande,2.8063401225473,51.18331695,"51.18331695, 2.8063401225473"
 Immeuble à appartements,4,3,277,365000,1317.69,Oetingen,1755,Région flamande,4.0614624,50.7720719,"50.7720719, 4.0614624"
 Maison,4,2,156,365000,2339.74,Oupeye,4680,Région wallonne,5.6450671,50.7091889,"50.7091889, 5.6450671"
 Maison,6,1,410,365000,890.24,Champion,5020,Région wallonne,4.9035112119756,50.49862565,"50.49862565, 4.9035112119756"
 Maison,4,1,296,365000,1233.11,Strépy-Bracquegnies,7110,Région wallonne,4.1207031,50.474474,"50.474474, 4.1207031"
 Appartement,3,1,100,365000,3650.0,Waterloo,1410,Région wallonne,4.3978047,50.7173563,"50.7173563, 4.3978047"
 Maison de rangée,4,1,177,365091,2062.66,Eernegem,8480,Région flamande,3.023122345129,51.12819605,"51.12819605, 3.023122345129"
 Maison Trois Façades,3,1,139,365694,2630.89,Aalbeke,8511,Région flamande,3.2186046321991,50.77745545,"50.77745545, 3.2186046321991"
 Appartement,3,1,126,366000,2904.76,Gavere,9890,Région flamande,3.6614192,50.9292335,"50.9292335, 3.6614192"
 Maison Trois Façades,4,1,173,367710,2125.49,Schendelbeke,9506,Région flamande,3.8989486,50.7968671,"50.7968671, 3.8989486"
 Maison,3,1,217,368000,1695.85,Ypres,8900,Région flamande,2.8914774512132,50.851808,"50.851808, 2.8914774512132"
 Maison,3,1,217,368000,1695.85,Ypres,8900,Région flamande,2.8475388,50.8689046,"50.8689046, 2.8475388"
 Maison,3,1,217,368000,1695.85,Ypres,8900,Région flamande,2.8309734,50.8192065,"50.8192065, 2.8309734"
 Maison,3,1,217,368000,1695.85,Ypres,8900,Région flamande,2.9038085,50.8646017,"50.8646017, 2.9038085"
 Maison,2,1,150,368000,2453.33,Seraing,4100,Région wallonne,5.5083375,50.5966392,"50.5966392, 5.5083375"
 Villa,2,1,169,368000,2177.51,Nandrin,4550,Région wallonne,5.4190411,50.506355,"50.506355, 5.4190411"
 Maison,3,1,450,368000,817.78,Grâce-Hollogne,4460,Région wallonne,5.503152,50.644955,"50.644955, 5.503152"
 Maison,4,2,152,368000,2421.05,Gembloux,5030,Région wallonne,4.6986933030313,50.5621964,"50.5621964, 4.6986933030313"
 Maison,6,1,240,368700,1536.25,Estaimpuis,7730,Région wallonne,3.2640184,50.7059794,"50.7059794, 3.2640184"
 Villa,4,1,675,369000,546.67,Gistel,8470,Région flamande,2.9670810948205,51.1582502,"51.1582502, 2.9670810948205"
 Maison Trois Façades,4,2,107,369000,3448.6,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Maison Trois Façades,4,2,107,369000,3448.6,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison quatre façades,6,1,278,369000,1327.34,Mortier,4670,Région wallonne,5.7432715,50.6821815,"50.6821815, 5.7432715"
 Appartement,2,2,94,369000,3925.53,Evere,1140,Région de Bruxelles-Capitale,4.4021602,50.8704524,"50.8704524, 4.4021602"
 Appartement,2,1,75,369000,4920.0,Etterbeek,1040,Région de Bruxelles-Capitale,4.3895104,50.8368511,"50.8368511, 4.3895104"
 Appartement,2,1,110,369000,3354.55,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,2,1,110,369000,3354.55,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,2,1,110,369000,3354.55,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Maison,4,1,140,369000,2635.71,Bléharies,7620,Région wallonne,3.4155171,50.5131151,"50.5131151, 3.4155171"
 Maison,3,1,192,369000,1921.88,Hal,1500,Région flamande,4.2374349,50.7360524,"50.7360524, 4.2374349"
 Maison,6,1,210,369000,1757.14,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Appartement,2,1,144,369000,2562.5,Saint-Gilles,1060,Région de Bruxelles-Capitale,4.345668,50.8267409,"50.8267409, 4.345668"
 Maison,3,1,151,369000,2443.71,Floreffe,5150,Région wallonne,4.758878,50.4348064,"50.4348064, 4.758878"
 Maison,4,1,163,369000,2263.8,Glabbeek,3380,Région flamande,4.9513009,50.8725203,"50.8725203, 4.9513009"
 Maison,3,1,129,369000,2860.47,Hal,1500,Région flamande,4.2374349,50.7360524,"50.7360524, 4.2374349"
 Maison,3,1,160,369000,2306.25,Watermael-Boitsfort,1170,Région de Bruxelles-Capitale,4.4158177,50.799394,"50.799394, 4.4158177"
 Appartement,2,1,121,369000,3049.59,Le coq,8420,Région flamande,3.0049248,51.2415107,"51.2415107, 3.0049248"
 Appartement,2,1,121,369000,3049.59,Le coq,8420,Région flamande,3.0927740709639,51.3019771,"51.3019771, 3.0927740709639"
 Appartement,2,1,121,369000,3049.59,Le coq,8420,Région flamande,3.0238828,51.242521,"51.242521, 3.0238828"
 Maison,5,2,398,369000,927.14,Wetteren,9230,Région flamande,3.8855494,51.0068804,"51.0068804, 3.8855494"
 Appartement,2,1,95,369000,3884.21,Woluwe-Saint-Pierre,1150,Région de Bruxelles-Capitale,4.4432967,50.8292429,"50.8292429, 4.4432967"
 Maison,2,1,186,369000,1983.87,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Maison,2,1,186,369000,1983.87,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Maison,2,1,186,369000,1983.87,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Appartement,3,1,113,369000,3265.49,Boncelles,4100,Région wallonne,5.5355698,50.5742979,"50.5742979, 5.5355698"
 Maison,3,2,135,369000,2733.33,Neuville-En-Condroz,4121,Région wallonne,5.4514318,50.5520337,"50.5520337, 5.4514318"
 Maison Trois Façades,5,1,240,369000,1537.5,Thielt,8700,Région flamande,3.4035567083156,51.021401,"51.021401, 3.4035567083156"
 Maison Trois Façades,5,1,240,369000,1537.5,Thielt,8700,Région flamande,3.4139884196625,50.9972412,"50.9972412, 3.4139884196625"
 Maison Trois Façades,5,1,240,369000,1537.5,Thielt,8700,Région flamande,3.3283107336881,51.03700665,"51.03700665, 3.3283107336881"
 Maison Trois Façades,5,1,240,369000,1537.5,Thielt,8700,Région flamande,3.3414263284671,50.99996475,"50.99996475, 3.3414263284671"
 Maison,4,2,272,369000,1356.62,Vielsalm,6690,Région wallonne,5.9170187,50.2883685,"50.2883685, 5.9170187"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.7997074366181,51.04353425,"51.04353425, 2.7997074366181"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.9207800886428,51.06253345,"51.06253345, 2.9207800886428"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.873227743412,51.05367055,"51.05367055, 2.873227743412"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8647185,51.0333408,"51.0333408, 2.8647185"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,3.9855229,50.7059709,"50.7059709, 3.9855229"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8990845692587,51.02078675,"51.02078675, 2.8990845692587"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8814585998043,51.08623835,"51.08623835, 2.8814585998043"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.7703028703735,51.0396362,"51.0396362, 2.7703028703735"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8042814087195,50.9974451,"50.9974451, 2.8042814087195"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.7914713556336,51.08053165,"51.08053165, 2.7914713556336"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.823381776939,51.07690075,"51.07690075, 2.823381776939"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8387074,51.0358094,"51.0358094, 2.8387074"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8993179258716,51.10066415,"51.10066415, 2.8993179258716"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8040816730756,51.0206897,"51.0206897, 2.8040816730756"
 Maison,3,1,125,369000,2952.0,Dixmude,8600,Région flamande,2.8520595441482,50.99494815,"50.99494815, 2.8520595441482"
 Maison,4,1,180,369000,2050.0,Evere,1140,Région de Bruxelles-Capitale,4.4021602,50.8704524,"50.8704524, 4.4021602"
 Maison,4,1,180,369000,2050.0,Schaerbeek,1030,Région de Bruxelles-Capitale,4.3737121,50.8676041,"50.8676041, 4.3737121"
 Maison,3,1,126,369000,2928.57,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,3,1,126,369000,2928.57,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,1,50,369000,7380.0,Duinbergen,8301,Région flamande,3.2505004,51.3126954,"51.3126954, 3.2505004"
 Maison,4,2,130,369000,2838.46,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,4,3,230,369000,1604.35,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Maison,4,3,230,369000,1604.35,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Maison,4,3,230,369000,1604.35,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Appartement,2,1,103,369000,3582.52,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,4,4,232,369000,1590.52,Verviers,4800,Région wallonne,5.8638544,50.5932274,"50.5932274, 5.8638544"
 Maison,4,1,205,369000,1800.0,Braine,7090,Région wallonne,4.1425138,50.6123481,"50.6123481, 4.1425138"
 Maison,4,1,205,369000,1800.0,Braine,7090,Région wallonne,4.1861019,50.5996119,"50.5996119, 4.1861019"
 Maison,4,1,205,369000,1800.0,Braine,7090,Région wallonne,4.0698505,50.6432692,"50.6432692, 4.0698505"
 Maison,4,1,205,369000,1800.0,Braine,7090,Région wallonne,4.1715689,50.6386981,"50.6386981, 4.1715689"
 Maison,4,1,205,369000,1800.0,Braine,7090,Région wallonne,4.0894781,50.6240857,"50.6240857, 4.0894781"
 Maison,4,1,205,369000,1800.0,Braine,7090,Région wallonne,4.2235457,50.6084328,"50.6084328, 4.2235457"
 Maison,3,1,186,369000,1983.87,Tervueren,3080,Région flamande,4.545208431698,50.8110528,"50.8110528, 4.545208431698"
 Maison,3,1,186,369000,1983.87,Tervueren,3080,Région flamande,4.5144027,50.8227718,"50.8227718, 4.5144027"
 Maison,3,1,186,369000,1983.87,Tervueren,3080,Région flamande,4.5565660886042,50.83488335,"50.83488335, 4.5565660886042"
 Appartement,4,2,166,369000,2222.89,Spa,4900,Région wallonne,5.8626233,50.4920838,"50.4920838, 5.8626233"
 Maison Trois Façades,5,1,234,369000,1576.92,Dalhem,4607,Région wallonne,5.7229816,50.7139302,"50.7139302, 5.7229816"
 Maison,5,1,175,369000,2108.57,Kapellen,2950,Région flamande,4.4312318305558,51.332759,"51.332759, 4.4312318305558"
 Maison,5,1,175,369000,2108.57,Kapellen,3381,Région flamande,4.9608776189751,50.88734525,"50.88734525, 4.9608776189751"
 Appartement,2,1,184,369000,2005.43,Jette,1090,Région de Bruxelles-Capitale,4.3260903,50.8777634,"50.8777634, 4.3260903"
 Maison,4,1,225,369000,1640.0,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison Trois Façades,4,2,166,369000,2222.89,Spa,4900,Région wallonne,5.8626233,50.4920838,"50.4920838, 5.8626233"
 Maison Trois Façades,4,1,160,369500,2309.38,Tubize,1480,Région wallonne,4.204696,50.69302,"50.69302, 4.204696"
 Appartement,1,1,66,369500,5598.48,Knokke,8300,Région flamande,3.3233738606453,51.34942965,"51.34942965, 3.3233738606453"
 Appartement,2,1,105,370000,3523.81,Harelbeke,8530,Région flamande,3.3425511,50.8293249,"50.8293249, 3.3425511"
 Appartement,3,2,124,370000,2983.87,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Appartement,2,1,94,370000,3936.17,Coxyde,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,2,1,94,370000,3936.17,Coxyde,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,2,1,94,370000,3936.17,Coxyde,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Appartement,3,1,167,370000,2215.57,Eernegem,8480,Région flamande,3.023122345129,51.12819605,"51.12819605, 3.023122345129"
 Appartement,2,1,80,370000,4625.0,Kraainem,1950,Région flamande,4.4691371,50.8606105,"50.8606105, 4.4691371"
 Appartement,2,1,90,370000,4111.11,Ixelles,1050,Région de Bruxelles-Capitale,4.3815707,50.8222854,"50.8222854, 4.3815707"
 Maison,3,2,180,370000,2055.56,Wavre,1300,Région wallonne,4.607744,50.7164189,"50.7164189, 4.607744"
 Maison,5,2,223,370000,1659.19,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,3,1,142,370000,2605.63,Hellebecq,7830,Région wallonne,3.8887882,50.663165,"50.663165, 3.8887882"
 Maison,3,1,646,370000,572.76,Chastre,1450,Région wallonne,4.636678,50.6080835,"50.6080835, 4.636678"
 Maison,3,1,145,370000,2551.72,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Appartement,5,3,233,370000,1587.98,Malines,2800,Région flamande,4.471321199996,51.02803335,"51.02803335, 4.471321199996"
 Appartement,5,3,233,370000,1587.98,Malines,2800,Région flamande,4.4568748,51.0657941,"51.0657941, 4.4568748"
 Appartement,2,1,116,370000,3189.66,Ottignies,1340,Région wallonne,4.5690502,50.666357,"50.666357, 4.5690502"
 Appartement,3,2,120,370000,3083.33,Nazareth,9810,Région flamande,3.5963218,50.959802,"50.959802, 3.5963218"
 Maison,6,2,250,370000,1480.0,Ittre,1460,Région wallonne,4.2611675641255,50.6463367,"50.6463367, 4.2611675641255"
 Appartement,2,1,70,370000,5285.71,Nieuport,8620,Région flamande,2.7283986495034,51.14416005,"51.14416005, 2.7283986495034"
 Appartement,2,1,70,370000,5285.71,Nieuport,8620,Région flamande,2.7811249526825,51.10665355,"51.10665355, 2.7811249526825"
 Appartement,2,1,70,370000,5285.71,Nieuport,8620,Région flamande,2.7781339,51.1300222,"51.1300222, 2.7781339"
 Appartement,2,1,74,370000,5000.0,Ixelles,1050,Région de Bruxelles-Capitale,4.3815707,50.8222854,"50.8222854, 4.3815707"
 Appartement,2,2,155,370000,2387.1,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
